,Narratives,Synopsis
167,"a b737 2 mile left base for runway 14 visual approach, a c441 departing runway 14. the c441 was ready for departure. i issued cleared for immediate take off and exchanged traffic, \c441 cleared for immediate take off traffic on 2 mile left base. the c441 acknowledged. the b737 was given traffic departing prior to your arrival, the b737 acknowledged with, \we'll square the base to final.\ the c441 took his time rolling. at the time of lift off it appeared that less than 6,000 ft existed between the still airborne b737 and the c441. in the future i will not trust the c441 to comply with an immediate take off clearance, and/or, i would make a decision earlier whether to issue a go around or cancel take off clearance.",tower controller described a questionable runway separation event when traffic cleared for an \immediate take off\ failed to respond as expected.
168,"i was working local control 1, local control 2 and ground control. traffic was very light and weather was vfr. an airport vehicle called on ground control frequency on the south ramp requesting to proceed southbound on taxiway papa to echo. i instructed the airport vehicle to \proceed as requested taxiway papa\. the airport vehicle did not read back this instruction and proceed from the south ramp southbound on taxiway papa to taxiway echo. the airport vehicle called me on ground frequency with a radio check. i told the airport vehicle \i have you loud and clear, how me.\ i got no radio check response from the airport vehicle. the following transmission was the airport vehicle telling me i was \very hard to read\ and that he was \switching over to air\. my thought was he was going to attempt contact on my local control frequency. a few seconds after i attempted a radio check with the airport vehicle on local control. the airport vehicle did not respond to the radio check. instead the airport vehicle requested \airport vehicle permission to enter on runway three twenty-one full access.\ i responded, \airport vehicle, hold short runway two one, landing traffic.\ at this time i observed the airport vehicle proceeded past the hold short line on taxiway echo onto the runway as a dhc6 was executing landing roll. the airport vehicle next transmission was inaudible. the airport vehicle's next transmission, \airport vehicle may be having radio issues.\ airport vehicle's next transmission, \copy airport vehicle, copy that you gave me permission.\ i then gave the dhc6 taxi instructions to parking via taxiway delta and taxiway papa. the airport vehicle attempted a radio check on ground, \atc ground airport vehicle radio check on ground.\ i responded, \airport vehicle atc ground radio check how do you hear.\ i made another attempt, \airport vehicle radio check how do you hear me.\ the airport vehicle responded, \airport vehicle to tower you were garbled right now....can i have permission to head over to the rf station cross papa taxiway from echo.\ i responded,\ airport vehicle, atc ground proceed to the rf station via taxiway papa, report off.\ i did not get a response so i told the airport vehicle to \look for the light gun\. the airport vehicle then said, \atc ground airport vehicle in the blind i'm clear of papa taxiway. my recommendations for this scenario would be to the employees in the vehicles as well as controllers. ensure you have established communication with tower prior to entering an active runway. the airport vehicle was aware of radio problems and yet still proceeded on the runway. as a vehicle if you feel your transmission from the tower was \garbled\ or \very hard to read\ your vehicle should not be moving! i also make a recommendation to get a read back from the vehicle after initial call up. when i told the airport vehicle to proceed as requested, i did not get a read back nor did i request one. in the future i will request read backs from all vehicles requesting to enter taxiways, runways and other movement areas to ensure runway and taxiway integrity is maintained at all times.",tower controller provided a detailed account of a airport operations vehicle experiencing radio equipment problems while operating on and near an active runway. 
169,"i was working the marlinton sector, weather was in the north part of the sector causing aircraft to deviate south off the arrival routes. i was told that iad, dca and bwi arrivals were not getting in on the routes through my sector. because the aircraft were deviating, it was difficult to find holding and management did nothing to find alternate routes. i had 3 landing dca, 2 landing bwi and 2 landing iad and 16 plus data blocks on the scope. i was told that the sector to the southeast, mol, would take the iad arrivals. i cleared the aircraft on a heading for mol vortac. i was expecting the route to be told to me or entered in the computer, so it could be issued and a hand off to the mol sector could be accomplished. neither happened and an e145 entered mol sector without a hand off, i don't know for sure if the aircraft had been pvd'd to the mol sector or not. at this point i was told that the mol sector would not work the aircraft. when weather is significantly affecting the area, do not leave one supervisor in charge. the supervisor in charge during this event was very inexperienced and did not know where to get the help we needed. supervisors need to know how traffic affects the area; in this instance aircraft being shortcut from new york center area should have been stopped. coordination with other areas to find alternate routes should have been accomplished. until washington center stops hiring supervisors with little to no center experience this problem will continue, this center cannot be used as a stepping stone for someone's road to headquarters. should be more training on l-side functions, we don't use them very often but when they are needed the person needs to be proficient.","zdc controller described a complex and heavy traffic period that resulted in an airspace infraction, noting the absence of experienced supervision which contributed to the issues at hand."
170,"our taxi out clearance from atc was: runway 21 via bravo, charlie, alpha, and hold short of runway 15.  while taxiing northeast on taxiway charlie, we were looking for signage or taxiway markings to indicate taxiway alpha.  none existed.  we were able to determine taxiway alpha by referencing the taxi diagram and counting taxiways.  we did not miss our turn.  this lack of proper signage and markings could be very hazardous at night or low visibility conditions.",b737 captain reports a lack of taxiway signs and markings at chs.
171,"upon gear retraction, my first officer and i noticed the amber (n. door) and the red (nose) gear lights were illuminated and the nose gear felt as if it hadn't retracted. the mains appeared and indicated to be retracted. we leveled off at our initially assigned altitude of 3,000 ft. i was flying and my first officer was the pilot not flying. we contacted departure control and let them know of our problem and they gave us a northern vector so we could run some checklists. my first officer went through qrh landing gear fail to retract checklist which led us to qrh alternate landing gear extension checklist. we accomplished the qrh [procedures] and after discussion amongst ourselves and dispatch, we decided to declare an emergency and return to [departure airport].    we landed safely and came to a complete stop. we waited on the runway to be tugged in as per checklist because the nose wheel steering was rendered inoperative. when the tug arrived [ground personnel] said the integral nose gear ground lock mechanism was \out\. we arrived at the gate and deplaned the passengers. i asked my first officer and the ground crew personnel if they noticed whether or not the nose locking mechanism was in and locked and both of them said yes, that it appeared in and locked before we pushed back from the gate. whether or not the ground crew pulled out the nose ground lock mechanism when they moved the airplane [earlier] i don't know the answer to that. what i do know is my first officer said it was in when he did his pre-flight walk around, and the ground personnel said it was in when he pushed us back from the gate.,during my preflight inspection prior to departure, i noted no issues with the aircraft.",q400 flight crew reported nose gear would not retract after takeoff. they declared an emergency and returned to departure airport where the nose gear ground lock mechanism was found out of position.
172,"climbing out we got a right oil pressure warning message and aural warning. we complied with the qrh. operations and maintenance were contacted and it was decided to return to [departure airport]. swapped airplanes, and continued. the only threat was that the right engine was run at a reduced power setting per the qrh.","crj-200 first officer reported low oil pressure warning message was received on climb out. an emergency was declared, and the flight returned to departure airport with the engine operating at reduced thrust."
173,"spc x was in the block fl190 b210. bmb y in the block fl220 b240. bmb y was 10 mit doing comparatively the same spd. spc x and bmb y were both proceeding direct saw spc x requested 10 mi n and s of course which was approved. bmb y requested lower and was given 130. the next minute x was converging with y. i asked him his hdg he said 030 deg. i didn't expect him to turn 120 deg. i then turned bmb y to 360 deg and spc x to 270, to increase sep, i then asked bmb y his alt, he said fl205. i then asked x his alt, he said fl200. i then assigned fl210 to bmb y. by the time he reached fl210 lateral sep had been reestablished.",less than standard separation between two mil acft. plt deviation.
174,"i called in \fatigued\ for an assignment with an early morning show time. i feel, however, the problem started with the trip prior which finished with a red eye the previous morning. that trip had an evening show time. with a late show, your day does not start late, your day starts at \normal\ times, because of daily commitments, chores, duties, etc. my day, that day, started at 0600 as usual.     by the time we got to the hotel around midnight i had been awake for around 21 straight hours. i then, inexplicably, awoke around 3 hours later (0600 home time)--probably out of body clock habit--and had trouble falling back to sleep. got a phone call 4 hours and 22 minutes later, but no one was on the line. i called front desk thinking it could have been scheduling or my first officer, but they said it was not his number and that it was internal but probably a wrong number.    could not fall back to sleep. started to but, an hour later, a construction crew across the street from my room started their day. that noise, made it impossible to fall back to sleep…hammering, jack hammering, cranes, trucks, etc. i gave up trying to sleep and got out of bed after another hour, having been awake for the most part, since the phone call. our van time was in 9 hours for an hour later push. [i] had to fly two legs, with a sit and aircraft change in the middle. by the time we got to our first destination, i had been awake for nearly 14 hours. still felt ok at this point. by the time we got to our second destination, i had been awake for around 24 hours and was feeling rather wiped out. i then drove an hour and a half home.     at this point i had two choices, neither of which was attractive. i could sleep now, risking being up and wide awake later and not able to fall back to sleep, or wait until later, risking not getting enough sleep and not being wide awake by my early wake up time. i tried napping but had errands to do and distractions all day long. luckily i set my cell phone alarm because i passed out on the couch later.     i took a shower and drank a cup of coffee at my wakeup time but, as i tried to dress, i was literally dead on my feet. i knew i couldn't safely make the drive for a show three hours later, let along fly all day. i knew the only safe course of action was to use a \fatigue\ call. i felt guilty at first, but truly believe i made the prudent choice today.",an air carrier captain provided a detailed account of the events leading up to his refusal to fly a later assignment due to fatigue.
175,"flight was cleared to maintain 3,100 ft until established and cleared for the ils-06 in elm; flight/director and autopilot in use. flight was in imc with reported ovc035. the flight director joined the localizer approximately 6 miles prior to the om chemu in the descent to 3,100 ft. aircraft configuration was flaps 8, gear up, spoilers in. at approximately 5 miles prior to chemu om, and descending through 3,600 ft, the flight crew received \terrain, terrain\ gpws warning. flight conditions were overcast with scattered bases at 3,600 ft with clear view of terrain below, but not ahead. escape maneuver was performed and terrain warning cleared after the single instance described above. atc was notified and they acknowledged the go around without issuing additional instructions. we queried atc for an altitude assignment and were assigned 4,000 ft as we were passing through 4,300 ft. ascent was arrested at 4,400 ft and we descended promptly to 4,000 ft. i left the flaps at 8 with speed at 200 kias in order to prepare for another approach. i had the terrain map up on my mfd and i observed no threatening terrain at the time of the warning. flight was vectored for another ils-06 and approach was conducted without further incident. atc did query us later about the terrain warning and mentioned that the mva in our area was lower than the altitude at which we were observed. other than receiving a terrain warning in imc, there was no undesired aircraft state. as a point of fact, we exceeded the altitude prescribed on the missed approach for this approach, but given that the terrain warning occurred at the missed approach altitude, the climb was warranted to perform the escape maneuver. according to the approach plate, we were well above the terrain parameters for the approach. during the recovery maneuver, i stated, \set max power, spoilers in,\ but i only advanced the power levers to toga power. the remainder of the missed approach proceeded normally. i believe my escape maneuver was warranted in this situation. i will attempt to improve my gpws callouts and insure the correct power setting in the event i encounter a terrain warning in imc or at night. i will continue to monitor terrain awareness through use of the terrain map mode as well as continued familiarization with critical terrain airports. because the go-around was done prior to gear extension, and there were no aircraft configuration changes, i did not think it would be necessary to notify the passengers and the flight attendants. however, after the fact, the flight attendants did indicate that they were concerned because they knew the approach was definitely not a normal one. i will also make sure that i improve my communication with the cabin when anything unusual occurs so that i can alleviate any stress that they may be experiencing.","an air carrier aircraft on an elm runway 06 ils received an egpws \terrain, terrain\ warning descending through 3,600 ft about five miles prior to chemu and executed the escape maneuver. there was no significant terrain in the area."
176,"pressurization controller lost during takeoff. after qrh accomplished, indications did not seem appropriate for the standby controller. after discussions with maintenance control and dispatch, diversion accomplished.","a b737-400 pressurization controller failed on takeoff, so after completing the qrh and not getting satisfactory standby controller operation the flight diverted to a nearby maintenance station."
177,"we were level at 17000' wbound near the rbv vortac on a clear sunday morning, working zny on freq 132.1. i was operating the radios and the f/o was flying the acft. radio tfc was moderately busy. i heard the ctlr call our flt number with a clb instruction to fl230. because of the radio tfc i asked the ctlr to verify our flt was clred to fl230. the ctlr answered affirmative. i then rpted leaving 17000' for fl230. passing fl195 another ctlr (different voice) asked for our alt. i responded \passing fl195.\ this ctlr informed us that we were not clred out of 17000'. when i asked if he wanted us to dsnd back to 17000', he clred us to fl260. i told him that i had asked the other ctlr to verify the clb was for us and been answered affirmative. he said the other ctlr had told us negative, the clb was not for us. both my f/o and f/e were monitoring center and rpted hearing the first ctlr answer affirmative when i had asked the first ctlr to verify the clb. i think that ctlr trning was taking place at the time this happened. there was no mention by either ctlr of loss of tfc sep. the area where this happened is where higher (clb) clrnc is normally received. when sectors are busy, everyone, ctlr and flt crews, must be alert for proper coms.",acr hvt alt deviation excursion from clrnc alt.
178,"this aircraft had mel 52-70-0101 regarding the passenger door proximity system. i reviewed the mel, and briefed the crew on what was to be expected including the flight attendant on checking the alignment markings and the lock position on the passenger door and un-stowing and re-stowing the outer handle push/actuator on the door lever, all required actions for the mel. i briefed the ramp personnel to confirm that the outer handle was stowed after the passenger door was closed, and they complied by confirming so. at the gate, i had noticed that there was a pax dr out hndl caution message and recalled that the mel had briefly mentioned the outer handle in the notes section. when the flight attendant initially performed the action with the pulling and re-stowing of the outer handle the message did not clear. i asked her to perform this action again just to make sure, and the message cleared. during pushback, the message reappeared. i called dispatch and explained the situation. i also informed dispatch that i didn't believe that this message was allowed per this mel. we set up a three way conference call that included the dispatcher, maintenance control, and me. maintenance control reviewed the mel, and told me that the brief mentioning of the outer handle in the notes implied that this message, along with the ovb cool fail message would disappear 15 seconds after take-off. i said that i felt like it was only referring to the ovb cool fail message, and he said this one should clear as well. he continued to tell me that if it didn't clear to contact him in flight. i was a bit reluctant to continue the flight since the wording in the mel was unclear to me, and the information from maintenance control didn't seem to match up with the mel. i couldn't find anywhere in the mel that specifically allowed for the pax dr out hndl message to be present. i considered that i knew that the passenger door was safely secure regardless, and went with what maintenance was telling me. shortly into the flight, i watched as the ovb cool fail message disappeared as predicted in the mel while the pax dr out hndl caution message remained. we ran the qrh, and i called the flight attendant and walked her through the part concerning the outer handle stowing mechanism. this did not clear the message, and furthermore, briefly produced a passenger door warning message in the process. the next step in the qrh was \land at nearest suitable airport.\ i made several attempts to relay the situation to headquarters via acars. i decided that i should divert to the nearest suitable airport which in my opinion was a nearby en route airport. eventually, dispatch contacted me, and we agreed to divert to the en route airport. in the process, i decided to use my emergency authority, especially since we had no alternate and now a new destination that was not on the release. i also considered that there may have actually been a separate and serious problem with passenger door which was the ultimate and final factor in my declaring an emergency. we continued the flight to divert airport with no further disruption. i should have considered that the original write-up in the logbook was due to a crew receiving a pax door stow caution message in flight and that the pax dr out hndl caution is a different message most likely dealing with another proximity sensor. furthermore, i should have stuck to my opinion that this was a separate problem and not part of the mel. in the future, i should further question maintenance control for their reasoning and not continue a flight that i feel could have a problem that is not already addressed by an mel or maintenance action.,[narrative 2 contained no additional information]",a crj200 alerted a caution message pax dr out hndl so the system was mel'ed but after takeoff the alert did not cease as predicted so the flight diverted to an enroute airport for maintenance.
179,"captain rejected takeoff during takeoff roll at approximately 60 kts due to no airspeed tape on airspeed indicator. returned to ramp and found pitot covers installed.  i noticed the pitot cover installed during walk around, should have notified maintenance at that time.,maintenance forgot to remove pitot covers.",an md-11 flight crew reported they rejected their takeoff when they noticed no airspeed indication.  pitot covers were found still installed.
180,"this rpt is of a potential safety hazard. there are 2 stars into the zdc area both called armel one arr (aml.aml1). one is for dulles the other for national. w/o very careful observation to see in small letters under washington, dc on one washington national and the other dulles international it is very easy to pick up the star for the wrong arpt and this be at wrong alt as they differ for the 2 arpts. there should not be stars for 2 different arpts in the same area with the same name and designation.",report of potential hazard with stars with the same name but different alts into dca and iad.
181,"when the servicing was complete, boarding was commenced and i went outside and did a preflt inspection of the acft. at that time the acft was clr of svc vehicles and the acft was secure. i then reboarded the acft with the last of the pax. f/o then read, and i responded to, the before start chklist down to the line. the agent then boarded the acft, confirmed my fuel and pax count, and then left wishing me a good flt. the agent closed the forward cabin door and pulled the jetway an unusually long distance back from the acft. i then signalled to the gnd crewman standing in front of the acft querying if he had a headset and he shook his head negatively. i opened my cockpit window and yelled, asking him if he was going to push me back or if i was going to pwr back. he said neither, that i was to start and taxi out of the gate in a right turn. he then indicated to me that i was clred to start. the senior f/a, who had been working in the rear cabin, came forward and said all was secure and everyone was seated. he then closed and locked my cockpit door as per proc. the gnd crewman remained in clear view watching the acft and waiting for me to start the engs. the before start chklist was completed with no door lights observed on annunciator. i then started the right eng first and with a normal start i proceeded to start the left eng. all eng indications were normal with good n1 and n2 rotation. at approx 22% n2 i placed the fuel control lever on and waited for a light off of the eng. there was no immediate indication of fuel flow or egt and was about to abort the start when i heard a pop sound and the eng started to accelerate normally. at this time 2 other gnd crewmen ran up to the front of the acft and signalled me to shut down the eng. the n2 reached 27-28% and the egt was approx 220 degs c. i immediately shut the eng down and motored it for 20 secs to eliminate any residual fuel. it was at this time the f/o and i noticed the aft galley door light on. i opened my window and asked what had happened and was informed that the caterers had pulled up to the aft galley svc door and had installed an eng cover over the eng. he then had opened the door and was preparing to svc the aft galley. the f/a said the caterer then rushed into the acft as soon as he heard the eng being started. on start the cover was blown free of the inlet and onto the gnd. there were no injuries and no damage to the acft or gnd equip. a log book entry was made and maint inspected the eng and found all normal. i contacted sys ctl center and maint ctl and informed them in detail as to what had taken place. in conclusion, all normal procs had been followed. the flt crew felt they had been given clear approval to start the engs. the f/a's felt and expressed that the cabin was fully secure. the late servicing of the aft galley which all thought to be complete should have been noticed by the gnd crewman and relayed to the cockpit, but was not. the gnd to cockpit com should have been provided through a headset for positive com but was not available. the gnd crewmen were contracted from acr x and might have had different procs. there were no injuries or damage to equip, or loss of revenue. in my opinion if a headset had been available this potentially dangerous situation would not have taken place. supplemental info from acn 99873: it was at this time that i first noticed the aft svc door light on. i do not believe this light was on when the start proc was commenced. (this light is on the annunciator panel directly overhead the f/o seat and will not illuminate the master caution light.)",food service put in engine plug during start proc. no injuries or damage.
182,"taxiing out for takeoff on the parallel taxiway near the approach end of runway xxl, the flight attendant at door 4r called the flight station and informed us that he was seeing some kind of liquid coming off the right wing. i sent a first officer downstairs to investigate. he reported that he could see what appeared to be fuel venting from the right outboard wing area, but with winds blowing out of the south between 20-28 knots it was hard to determine exactly where the fuel was coming from. we notified tower that we would have to return to the gate for maintenance. a company aircraft was on the north side of the parallel runway at the approach end waiting for takeoff. he had an excellent view of our right wing area as we turned on to runway xxr and we asked him to let us know what he saw. he confirmed we had fuel venting from the outboard section of our right wing. as we cleared the runway on to taxiway c, engine #4 was shut down as a precaution. we notified maintenance, customer service, and dispatch of our situation and tower notified the fire department of our fuel venting. a mobile fire department vehicle was dispatched to look at our right wing as we taxied to return to the terminal on taxiway c. the fire department personnel confirmed fuel venting and dispatched several fire trucks to follow us in. we shut down all engines and requested a tug to tow us in as a precaution. maintenance instructed us to tow to the maintenance area. we arrived at the maintenance parking area and maintenance and the fire department came on board as did an airport officer to assist us as necessary. the fuel venting slowly subsided and maintenance drained some fuel and the venting eventually stopped completely. we were at the maintenance parking for just over an hour and our passengers were provided beverages and food under the supervision of our lead flight attendant. i kept them apprised of our situation and they were able to use the bathrooms and make cell phone calls. about an hour later, the fire department gave their permission for us to tow to the international terminal. this was a better alternative than trying to remove passengers and their luggage and bus them to the terminal. we departed the maintenance area under tow. customer service met us as did maintenance and we were informed the flight was now canceled for maintenance and would be rescheduled to depart the next morning. we contacted the crew desk, confirmed we would be the flight crew on that flight the next day and proceeded to the layover hotel. all ground support agencies were extremely professional and helpful. a job well done goes to the flight attendant for diligently noticing the fuel venting and notifying the pilots of what he observed.","a b747-400 flight attendant noticed fuel venting from the outboard section of right wing during taxi out. after confirming the situation, the captain eventually taxied to the gate where the flight was canceled."
183,"upon landing at zzz, our right generator went offline.  we ran the qrh and were unable to get the generator working, so we taxied in on two engines.  there was one marshaller and one wing walker at the gate.  when taxing in there was a cone inside the safety zone.  it was far enough away from the aircraft that i didn't think it was going to cause any trouble, so i continued to follow the marshaller's directions.  when moving the condition lever from the ground idle position to the start position, the feathering of the prop caused the cone to be sucked backward into the propeller chopping off the top piece of the cone.  after calling in the generator failure and exiting the aircraft, i was told about the cone incident and notified maintenance and dispatch.  the ground supervisors where also aware of the situation.  no one was injured and there was no damage to the aircraft.  the event occurred because in the rush to get the flight in and get the generator fixed, i overlooked a hazard.  i would suggest all crews hold outside the gate until all items are moved outside the safety zone, no matter how benign they may look.  in the process of trying to stay on time, potential hazardous items may get overlooked.  we all need to ensure safety is our number one priority at all times.",a sf340 pilot rushing into the gate for a generator repair feathered an engine as he entered the gate and it struck a pylon cone inside the safety zone.
184,"we were at the gate with the parking brake set waiting for the gpu to be plugged in with engine 1 running. there was a short delay of about 90 seconds shutting down the engine while we tried to get the aircraft to accept the gpu power. at some point between setting the brake and engine shut down a ramp worker moved in front of the running engine and was nearly sucked in. his hearing protection headphones were sucked from his head and ingested into the engine, causing damage to the fan. we were unaware this had happened until another ramp worker came into the cockpit during deplaning and told us. there was also evidence at the rear of the engine that parts of the headphones were ingested into the core of the engine. parts of the headphones were ejected approximately 75 ft behind the engine.     i feel that the best way to prevent this from happening again is with training and selection of the ramp workers. there is really no excuse for someone to be on the ramp who does not know to stay away from running engines. the bad gpu did force us to keep the engine running longer than normal, and did drop offline after shutdown.,[narrative 2 has no additional information.]","an erj-170 flight crew reported that while they were at the gate with an engine running a ramper walked so close to the engine that his ear muffs were ingested into the engine, causing fan damage."
185,airline's maint control dispatched our flt with capt's compass inop in accordance with their mel which proved to be out of date. the applicable mel requires both compass systems to be operative. maint control's mel showed 2 compass systems installed with only one required for dispatch. mel in the airplane showed 3 compass systems installed with 2 required. airplane actually has 2 electric compass systems and one standby compass. we assumed the third compass was the standby and we were therefore legal to depart. four days later we learned the standby was not acceptable and that the 2 mels (maint control's and the one in the airplane) conflicted with each other. solution: keep manual's up to date.,mlg flew with required compass inoperative.
186,"in 12/88 i was pic of a mil heli on a trning flt which originated from weide army airfield. the heli was equipped with a single ultra hi freq radio and a single fm radio. my observer was sitting in the coplt's seat. weide army airfield is located approx 20 mi ne of baltimore, md. after departing weide army airfield, we proceeded to the area around frederick, md, and thereafter to the carroll county arpt, where we did several apches to a full stop. from carroll county arpt we proceeded ebnd toward weide army airfield. after arriving in the area of weide army airfield at approx xa20, we decided to make a couple of apchs at baltimore airpark, an uncontrolled arpt approx 5 mi s of weide army airfield. we passed over the arpt at approx 1000' above pattern alt to determine the wind and the active rwy. at this time neither my observer nor i observed any fixed wing tfc. we determined that the active rwy was 27 and entered the tfc pattern. we made 1 apch to rwy 27 using a standard pattern and a final of approx 3/4 mi. i did not make pos announcements on unicom or ctaf because the acft lacked a vhf radio. the second apch was to be a steep apch (ie, 12 degs or more) and use the same pattern as the previous apch. i initiated a dscnt from the pattern alt of 1200' msl to an alt of 800' msl on base leg. in order to make a steep apch i held the alt of 800' msl until we were approx 1/4 mi from the apch end of rwy 27. after holding that alt too long, i was closer to the rwy than anticipated, and so i initiated a very quick dscnt by lowering the collective full down. this produced a high rate of dscnt (note that there is no vsi in the heli to determine the rate of dscnt). approx 50' from the rwy i initiated a deceleration maneuver while i was increasing the pwr and rotor pitch by pulling up on the collective. a deceleration maneuver was required by my high rate of dscnt. the acft stabilized approx 15' above the rwy and from this point a very slow, precise lndg was made. after lndg onrwy 27 i had spoken a couple of sentences to my observer and was increasing the pwr by raising the collective when both my observer and i heard the sound of an acft eng. we both looked toward the sound which was to our left and observed a fixed wing acft, sma y, approx 60' lat from our pos and 20' above the rwy. the sma y was in a 30 deg left bank and executing a gar. thereafter, while still at very low alt, the sma y quickly entered a 30 deg right bank, crossed the centerline of rwy 27 and continued clbing to the nw. we lost sight of the acft. we departed rwy 27 and continued looking for the fixed wing acft. on xwind we still had not made vis contact with the acft. just after turning from xwind to downwind we made vis contact with the acft. the acft was at our 7 o'clock pos coming towards us at a high rate of spd. thereafter, we lost sight of the acft as it entered our 6 o'clock pos and reappeared at our 4-5 o'clock pos, approx 1/2 mi behind the acft. the sma y continued to accelerate and positioned his acft at our 3 o'clock pos approx 50-60' lat. the sma y continued to fly at our 3 o'clock pos for approx 30-60 secs. he then accelerated to our 1-2 o'clock pos approx 2000' in front of our acft. he then made a 90 deg left turn which passed directly in front of our acft and crossed perpendicular to our downwind flt path approx 2000' in front of our acft. the sma y then dsnded to approx 600' msl on xwind, and flew at that alt down rwy 27. then the acft turned xwind, downwind and base at the same alt and finally landed on rwy 27. thereafter, the acft taxied over to one of the hangars and parked. this incident arose because of 2 primary factors. the first factor is that the mil equips many of their acft with only uhf radios. these acft are operated in the civilian atc sys where the primary radio is vhf. at uncontrolled arpts this prevents the mil acft from receiving pos announcement from civilian acft over the unicom or ctaf. the second factor in this matter is that a fixed wing acft took advantage of a lndg acft and misjudged distances btwn the 2 acft in violation of the fars.",nmac between mil-helicopter and ga-sma when mil made steep apch to rwy.
187,"on the final approach for runway 35 with complete landing configuration; full flaps down, airspeed at 72 kts and maintaining runway heading. when i entered the ground effect, i over steered the plane by using too much yoke control to land, instead of letting the air. as a result the plane lost ground effect, did a hard landing entered in a ballooning pattern, inadvertently the plane went off the runway to the left. as the plane glided off the runway i was able to manage it, i immediately switched to flaps up then applied full throttle. in the process of building airspeed over a unstable terrain, (dirt) the nose of plane bounced up and down. once i was near rotation speed, i pitched up and was able to enter a normal climb and retain full control of the aircraft. i did a go around and safely landed the second time. after doing a walk around of the aircraft the only damage that stood out were the props; one of which was bent about 4 inches at the tip, the other blade was chipped about 4 inches of the tip.","a student pilot lost control of his tiger ag-5b during landing practice at a high altitude airport then bounced, exited the runway but was able to go around and return safely to find both propeller blades damaged."
188,"light single engine piper passed 50 - 100 ft below me as i was approaching ip, crossing the departure end of runway 23 about 1,400 ft above ground. the airplane approached from my 7 o'clock direction, departing (continuing) away about my 1 o'clock direction. at the time i was flying about 45 mph and i would estimate the other aircraft cruising past me at over 100 mph. i based my estimate on vertical separation on the wingspan of the glider i was flying which is 51 ft. they passed directly underneath me within one or two of my wingspans.",glider pilot reported an nmac with a light single near p48 airport.
189,"this was a cross country flight. i departed and continued to an enroute checkpoint where i received a clearance to fly through the class b airspace also to receive flight following to my destination airport. after clearing the airspace i continued along with my flight plan at 6,500 ft. along the flight i continued to monitor all the instruments to determine i was on course and scanned all the instruments to know that they were operating correctly. as well every 15 minutes of flight i would switch fuel tanks. the flight was operating as normal: my time/distance and headings i planned for were working out correctly. along the route i was also looking out for landmarks such as airports, roads, and other ground reference points noted on the sectional. i passed a known checkpoint and continued on to the vor when the annunciator panel indicated that my alternator was inoperative and there was a low bus. i looked at my ammeter and saw that it was indicating 001 amps. i determined that from these indications that the aircraft's alternator was inoperative and began to look for a alternative airport to land do to the fact that i felt crossing the bay (28.8 nm) was not a safe option to make to my destination airport. i determined that a nearby airport was a suitable alternate and began a 180 turn to the airport. i was talking with approach when the incident was occurring and told the controller of my situation. he gave me vectoring to the airport and asked if this was an emergency situation. i confirmed immediately that i was in an emergency situation. the controller gave me a contact number to call after i had landed. i started my descent from 6,500 ft to and descended to 2,000 ft. during this time i tried to look through my checklist for my situation. i quickly scanned it over and could not find anything. i continued my descent and landed. the unicom frequency i self announced my intentions and only got assistance from the operators of the airport once i was at the fbo.",a pa-28 alternator failed on a cross country so the pilot declared an emergency with atc and diverted to a nearby enroute airport.
190,"f/o did preflt walk around (first flt of the day). removed oil caps for oil quantity inspection. after tkof noticed fluctuation in oil pressure followed by fluctuation in torque. requested priority handling back to peoria with emer equipment called out. after lndg, chk of oil caps revealed left oil cap was loose. maint personnel inspected eng and found no other leaks. lost approx 7 quarts of oil. preflt was done in temp of approx 10 degs #f with wind chill approx -15 degs #f. the preflt was done with heavy gloves on and in darkness. oil cap was apparently not secured properly.",acr ltt with fluctuating torque and oil pressure emergency return and land.
191,"spd 240 kts directed by atc (apch) ctl to dsnd from 6000 to 5000'. autoplt on using ias/mach mode on autoflt sys autothrottle on. dscnt rate 1500 fpm. orange alt armed light illuminated on fma (flt mode annunciator). passing 5500' apch asked for our spd. we acknowledged. apch directed us to slow from 240 to 180 kts and turn from 340 to 120 degs, a 140 deg hdg change. at approx 5150' fma displayed \alt cap\ and orange \alt\ light out. acft continued dscnt as autoplt trim slowly tried to bring the nose up with the combined pitch down of alt capture, reducing spd with throttle idle and 30 degs of bank angle. it is not unusual for normal autoflt to go 100' below alt and return to selected alt when capturing from above with \alt cap\ showing. at 4750' alt warning sounded and dscnt rate was still 1500 to 1800 fpm. disconnected autoplt. nose pitched down to 2500 fpm. i pulled back with autoplt and autothrottles disconnected and stopped dscnt btwn 4600 and 4500' and immediately clbed back to 5000'. capt was flying acft. from 5000 to 4500' took less than 15 secs and return to 5000' about 30 secs. the setting of the autoflt controls occurred at about the same time the autoplt was attempted to capture the selected 5000' alt. the alt set knob was not touched during the \alt cap\ phase. unfortunately if it is, this autoflt sys will disengage alt capture. that was not the case in this incident. the pitch wheel will also disengage \alt cap\ if moved during this phase. again, this was not the case.",alt overshot on descent when autoplt failed to capture.
